Absolute Difference;Difference;Movie Title;MSE without Categories;MSE with Categories;Categories;;;;;;;
0.01;-0.01;Cat on a Hot Tin Roof (1958);0.6553;0.6653;Drama;;;;;;;
0.01;-0.01;Core, The (2003);1.3134;1.3234;Action;Drama;Sci-Fi;Thriller;;;;
0.01;-0.01;Witches of Eastwick, The (1987);0.7347;0.7447;Comedy;Fantasy;Horror;Thriller;;;;
0.01;0.01;Willy Wonka & the Chocolate Factory (1971);0.8593;0.8493;Children;Comedy;Fantasy;Musical;;;;
0.01;-0.01;Small Soldiers (1998);0.9988;1.0088;Animation;Children;Fantasy;War;;;;
0.0099;0.0099;Blob, The (1958);1.0938;1.0839;Horror;Sci-Fi;;;;;;
0.0099;0.0099;Odd Couple, The (1968);0.7194;0.7095;Comedy;Drama;;;;;;
0.0099;0.0099;Mermaids (1990);0.8786;0.8687;Comedy;Romance;;;;;;
0.0099;0.0099;Mindhunters (2004);0.9617;0.9518;Action;Crime;Horror;Mystery;Thriller;;;
0.0099;0.0099;Chorus, The (Les Choristes) (2004);0.7348;0.7249;Drama;;;;;;;
0.0099;-0.0099;Open Your Eyes (Abre los ojos) (1997);0.6078;0.6177;Drama;Romance;Sci-Fi;Thriller;;;;
0.0099;-0.0099;Charlie and the Chocolate Factory (2005);0.9692;0.9791;Adventure;Children;Comedy;Fantasy;;;;
0.0099;-0.0099;Major Dundee (1965);0.0006;0.0105;Adventure;War;Western;;;;;
0.0098;0.0098;Flintstones, The (1994);1.4416;1.4318;Children;Comedy;Fantasy;;;;;
0.0098;0.0098;Alice in Wonderland (1951);0.8446;0.8348;Adventure;Animation;Children;Musical;;;;
0.0098;0.0098;Big Shots (1987);0.5676;0.5578;Adventure;Children;Comedy;;;;;
0.0098;-0.0098;Dreamers, The (2003);0.9137;0.9235;Drama;Romance;;;;;;
0.0098;0.0098;Presidio, The (1988);0.9207;0.9109;Action;Crime;Mystery;Thriller;;;;
0.0097;0.0097;Cooler, The (2003);0.5219;0.5122;Comedy;Drama;Romance;;;;;
0.0097;-0.0097;Weather Man, The (2005);0.8029;0.8126;Comedy;Drama;;;;;;
0.0097;-0.0097;Life with Father (1947);0.7554;0.7651;Comedy;;;;;;;
0.0097;0.0097;Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, s, io mi ricordo) (1997);0.0121;0.0024;Documentary;;;;;;;
0.0097;0.0097;Niagara (1953);0.501;0.4913;Drama;Thriller;;;;;;
0.0096;0.0096;Cliffhanger (1993);1.0396;1.03;Action;Adventure;Thriller;;;;;
0.0096;0.0096;Abyss, The (1989);0.6883;0.6787;Action;Adventure;Sci-Fi;Thriller;;;;
0.0096;0.0096;Naturally Native (1998);0.641;0.6314;Drama;;;;;;;
0.0096;0.0096;RoboCop (1987);1.0341;1.0245;Action;Crime;Sci-Fi;;;;;
0.0096;0.0096;Vanishing, The (1993);0.7499;0.7403;Mystery;Thriller;;;;;;
0.0096;-0.0096;Godzilla (1998);1.2426;1.2522;Action;Sci-Fi;Thriller;;;;;
0.0096;-0.0096;Meteor (1979);0.737;0.7466;Sci-Fi;;;;;;;
0.0096;-0.0096;Teen Wolf (1985);0.8853;0.8949;Comedy;Fantasy;;;;;;
0.0096;-0.0096;Unbelievable Truth, The (1989);0.3716;0.3812;Comedy;Drama;;;;;;
0.0096;0.0096;Last of the Mohicans, The (1992);0.8059;0.7963;Action;Romance;War;Western;;;;
0.0096;0.0096;Breaking In (1989);0.613;0.6034;Adventure;Comedy;;;;;;
0.0096;0.0096;Night of the Shooting Stars (La Notte di San Lorenzo) (1982);0.7271;0.7175;Drama;War;;;;;;
0.0096;0.0096;Magdalene Sisters, The (2002);0.841;0.8314;Drama;;;;;;;
0.0096;-0.0096;My Cousin Vinny (1992);0.803;0.8126;Comedy;;;;;;;
0.0095;0.0095;Celtic Pride (1996);1.3086;1.2991;Comedy;;;;;;;
0.0095;0.0095;8MM (1999);0.9613;0.9518;Drama;Mystery;Thriller;;;;;
0.0095;-0.0095;Tuvalu (1999);1.0345;1.044;Comedy;;;;;;;
0.0095;-0.0095;New Jersey Drive (1995);0.334;0.3435;Crime;Drama;;;;;;
0.0095;0.0095;First Blood (Rambo: First Blood) (1982);0.8602;0.8507;Action;Drama;Thriller;;;;;
0.0095;-0.0095;Wicker Man, The (1973);1.0455;1.055;Horror;Musical;Mystery;Thriller;;;;
0.0094;0.0094;Coneheads (1993);1.2712;1.2618;Comedy;Sci-Fi;;;;;;
0.0094;-0.0094;Miracle on 34th Street (1994);1.3608;1.3702;Drama;;;;;;;
0.0094;-0.0094;Mulholland Drive (2001);1.0606;1.07;Crime;Drama;Film-Noir;Mystery;Thriller;;;
0.0094;-0.0094;Eight Legged Freaks (2002);1.3065;1.3159;Action;Comedy;Horror;Sci-Fi;;;;
0.0094;0.0094;Ransom (1996);0.7656;0.7562;Action;Crime;Drama;Thriller;;;;
0.0094;-0.0094;Amistad (1997);0.787;0.7964;Drama;;;;;;;
0.0093;0.0093;Fearless Vampire Killers, The (1967);1.3379;1.3286;Comedy;Horror;;;;;;
0.0093;0.0093;Walk in the Sun, A (1945);0.1845;0.1752;War;;;;;;;
0.0093;0.0093;Truman Show, The (1998);0.6707;0.6614;Drama;Fantasy;;;;;;
0.0093;-0.0093;Bastard Out of Carolina (1996);0.907;0.9163;Drama;;;;;;;
0.0093;-0.0093;Snatch (2000);0.7058;0.7151;Action;Comedy;Crime;Thriller;;;;
0.0093;-0.0093;Sandlot, The (1993);0.7561;0.7654;Comedy;Drama;;;;;;
0.0093;0.0093;Thunderbirds (2004);1.208;1.1987;Action;Adventure;Fantasy;Sci-Fi;;;;
0.0093;0.0093;Poseidon (2006);1.8517;1.8424;Action;Adventure;Thriller;;;;;
0.0093;-0.0093;Proof of Life (2000);1.1383;1.1476;Drama;;;;;;;
0.0093;-0.0093;Too Beautiful for You (Trop belle pour toi) (1989);1.7591;1.7684;Comedy;Drama;Romance;;;;;
0.0092;0.0092;Poseidon Adventure, The (1972);1.0786;1.0694;Action;Adventure;Drama;;;;;
0.0092;0.0092;Pp le Moko (1937);0.6665;0.6573;Crime;Drama;Romance;;;;;
0.0092;0.0092;Two-Lane Blacktop (1971);0.7951;0.7859;Drama;;;;;;;
0.0092;-0.0092;Schindler's List (1993);0.7628;0.772;Drama;War;;;;;;
0.0092;-0.0092;Snow White and the Seven Dwarfs (1937);0.9507;0.9599;Animation;Children;Drama;Fantasy;Musical;;;
0.0092;-0.0092;Oliver Twist (2005);0.6052;0.6144;Drama;;;;;;;
0.0091;-0.0091;Multiplicity (1996);1.3131;1.3222;Comedy;;;;;;;
0.0091;0.0091;It Could Happen to You (1994);0.857;0.8479;Comedy;Drama;Romance;;;;;
0.0091;0.0091;High Plains Drifter (1973);0.7822;0.7731;Western;;;;;;;
0.0091;0.0091;Tears of the Sun (2003);0.962;0.9529;Action;Drama;Thriller;;;;;
0.0091;0.0091;Adam's Rib (1949);0.7881;0.779;Comedy;Romance;;;;;;
0.0091;0.0091;Musa the Warrior (Musa) (2001);0.9637;0.9546;Action;Adventure;Drama;War;;;;
0.0091;-0.0091;Cocktail (1988);0.972;0.9811;Drama;Romance;;;;;;
0.0091;-0.0091;Hound of the Baskervilles, The (1959);0.7907;0.7998;Crime;Horror;Mystery;;;;;
0.0091;0.0091;Lord of the Rings: The Two Towers, The (2002);1.0331;1.024;Action;Adventure;Fantasy;;;;;
0.0091;0.0091;Boat Trip (2003);1.2368;1.2277;Comedy;;;;;;;
0.0091;-0.0091;Miami Rhapsody (1995);1.032;1.0411;Comedy;;;;;;;
0.0091;-0.0091;Superman III (1983);1.07;1.0791;Action;Adventure;Sci-Fi;;;;;
0.009;0.009;Forgotten, The (2004);1.2556;1.2466;Drama;Mystery;Sci-Fi;Thriller;;;;
0.009;0.009;Monsters, Inc. (2001);0.7322;0.7232;Animation;Children;Comedy;Fantasy;;;;
0.009;0.009;Rabbit-Proof Fence (2002);0.7616;0.7526;Adventure;Drama;;;;;;
0.009;0.009;Equilibrium (2002);0.7605;0.7515;Action;Sci-Fi;Thriller;;;;;
0.009;0.009;Night at the Opera, A (1935);0.8371;0.8281;Comedy;Musical;Romance;;;;;
0.009;0.009;March of the Penguins (Marche de l'empereur, La) (2005);0.7321;0.7231;Documentary;;;;;;;
0.009;-0.009;One Fine Day (1996);0.9124;0.9214;Drama;Romance;;;;;;
0.009;0.009;Team America: World Police (2004);1.0727;1.0637;Action;Adventure;Animation;Comedy;Drama;;;
0.009;-0.009;No Way Out (1987);0.5358;0.5448;Drama;Mystery;Thriller;;;;;
0.009;-0.009;Candy (2006);1.2654;1.2744;Drama;Romance;;;;;;
0.0089;0.0089;Sense and Sensibility (1995);0.9253;0.9164;Comedy;Drama;Romance;;;;;
0.0089;0.0089;Birdcage, The (1996);0.916;0.9071;Comedy;;;;;;;
0.0089;0.0089;People vs. Larry Flynt, The (1996);0.7778;0.7689;Comedy;Drama;;;;;;
0.0089;0.0089;Hannibal (2001);0.9816;0.9727;Horror;Thriller;;;;;;
0.0089;0.0089;Lady Jane (1986);0.5237;0.5148;Drama;Romance;;;;;;
0.0089;-0.0089;Payback (1999);0.9562;0.9651;Action;Thriller;;;;;;
0.0088;0.0088;I.Q. (1994);0.8255;0.8167;Comedy;Romance;;;;;;
0.0088;0.0088;Reservoir Dogs (1992);0.7899;0.7811;Crime;Drama;Thriller;;;;;
0.0088;0.0088;Absent Minded Professor, The (1961);0.7285;0.7197;Children;Comedy;Fantasy;;;;;
0.0088;0.0088;Knocked Up (2007);0.8699;0.8611;Comedy;Drama;Romance;;;;;
0.0088;-0.0088;No Escape (1994);0.7785;0.7873;Action;Sci-Fi;;;;;;
0.0088;-0.0088;Goodfellas (1990);0.6823;0.6911;Crime;Drama;;;;;;
0.0088;0.0088;Friday (1995);1.0144;1.0056;Comedy;;;;;;;
0.0088;0.0088;Secondhand Lions (2003);0.7876;0.7788;Adventure;Children;Comedy;Drama;;;;
0.0087;-0.0087;Home Alone (1990);1.1498;1.1585;Children;Comedy;;;;;;
0.0087;0.0087;War of the Worlds (2005);0.9885;0.9798;Action;Adventure;Sci-Fi;Thriller;;;;
0.0087;-0.0087;Gattaca (1997);0.7352;0.7439;Drama;Sci-Fi;Thriller;;;;;
0.0087;-0.0087;6th Day, The (2000);0.953;0.9617;Action;Sci-Fi;Thriller;;;;;
0.0087;-0.0087;Spirited Away (Sen to Chihiro no kamikakushi) (2001);0.8018;0.8105;Adventure;Animation;Children;Fantasy;;;;
0.0087;0.0087;Sydney (Hard Eight) (1996);0.4357;0.427;Crime;Drama;Thriller;;;;;
0.0087;0.0087;Jurassic Park (1993);0.9007;0.892;Action;Adventure;Sci-Fi;Thriller;;;;
0.0087;0.0087;My Best Friend's Wedding (1997);1.0772;1.0685;Comedy;Romance;;;;;;
0.0087;0.0087;Topsy-Turvy (1999);0.9055;0.8968;Drama;;;;;;;
0.0087;-0.0087;Remains of the Day, The (1993);0.8041;0.8128;Drama;Romance;;;;;;
0.0087;-0.0087;Sleepy Hollow (1999);0.6709;0.6796;Fantasy;Horror;Mystery;Romance;;;;
0.0086;-0.0086;She's the One (1996);0.8331;0.8417;Comedy;Romance;;;;;;
0.0086;-0.0086;Butcher Boy, The (1997);0.5485;0.5571;Comedy;Drama;;;;;;
0.0086;-0.0086;Going My Way (1944);0.9416;0.9502;Comedy;;;;;;;
0.0086;-0.0086;Cutter's Way (1981);0.6011;0.6097;Drama;Thriller;;;;;;
0.0086;0.0086;Sweet Nothing (1996);0.0366;0.028;Drama;;;;;;;
0.0086;0.0086;Alice and Martin (Alice et Martin) (1998);0.2692;0.2606;Drama;;;;;;;
0.0086;0.0086;Clueless (1995);1.1515;1.1429;Comedy;Romance;;;;;;
0.0086;0.0086;Prince of Egypt, The (1998);1.024;1.0154;Animation;Musical;;;;;;
0.0086;0.0086;Young Sherlock Holmes (1985);0.6968;0.6882;Action;Adventure;Mystery;;;;;
0.0086;0.0086;Critters 3 (1991);1.269;1.2604;Comedy;Sci-Fi;;;;;;
0.0086;0.0086;Friday After Next (2002);1.4654;1.4568;Comedy;;;;;;;
0.0086;0.0086;Strada, La (1954);0.8067;0.7981;Drama;;;;;;;
0.0086;-0.0086;Nadja (1994);0.7769;0.7855;Drama;;;;;;;
0.0086;-0.0086;Demolition Man (1993);1.1321;1.1407;Action;Adventure;Sci-Fi;;;;;
0.0086;-0.0086;History of Violence, A (2005);0.7819;0.7905;Action;Crime;Drama;Thriller;;;;
0.0086;-0.0086;Vernon, Florida (1981);0.5784;0.587;Documentary;;;;;;;
0.0085;-0.0085;Misery (1990);0.6566;0.6651;Drama;Horror;Thriller;;;;;
0.0085;0.0085;Crying Game, The (1992);1.0084;0.9999;Drama;Romance;War;;;;;
0.0085;0.0085;Excess Baggage (1997);0.8876;0.8791;Adventure;Romance;;;;;;
0.0085;-0.0085;Gremlins 2: The New Batch (1990);1.1404;1.1489;Comedy;Horror;;;;;;
0.0085;-0.0085;Subway (1985);1.4331;1.4416;Crime;Drama;Romance;Thriller;;;;
0.0085;-0.0085;Shoah (1985);1.0676;1.0761;Documentary;War;;;;;;
0.0084;-0.0084;Ambush (Rukajrven tie) (1999);0.7424;0.7508;Drama;Romance;War;;;;;
0.0084;0.0084;Naked in New York (1994);0.4143;0.4059;Comedy;Romance;;;;;;
0.0084;0.0084;Full Monty, The (1997);0.7108;0.7024;Comedy;Drama;;;;;;
0.0084;0.0084;Frequency (2000);0.9568;0.9484;Drama;Thriller;;;;;;
0.0084;0.0084;Best in Show (2000);0.9707;0.9623;Comedy;;;;;;;
0.0084;-0.0084;Mary Poppins (1964);0.9704;0.9788;Children;Comedy;Fantasy;Musical;;;;
0.0084;-0.0084;Miller's Crossing (1990);0.68;0.6884;Crime;Drama;Film-Noir;Thriller;;;;
0.0083;-0.0083;All That Heaven Allows (1955);0.6253;0.6336;Drama;Romance;;;;;;
0.0083;0.0083;Kind Hearts and Coronets (1949);0.5017;0.4934;Comedy;Drama;;;;;;
0.0083;0.0083;55 Days at Peking (1963);0.0084;0.0001;Drama;War;;;;;;
0.0083;0.0083;101 Dalmatians (1996);1.1613;1.153;Adventure;Children;Comedy;;;;;
0.0083;0.0083;Creepshow (1982);0.8881;0.8798;Horror;;;;;;;
0.0083;0.0083;MirrorMask (2005);0.9007;0.8924;Adventure;Children;Drama;Fantasy;;;;
0.0083;0.0083;Miracle (2004);0.6653;0.657;Drama;;;;;;;
0.0083;-0.0083;Kingdom of Heaven (2005);0.8871;0.8954;Action;Drama;Romance;War;;;;
0.0083;-0.0083;Ninth Gate, The (1999);0.7873;0.7956;Fantasy;Horror;Mystery;Thriller;;;;
0.0083;-0.0083;Spartan (2004);0.753;0.7613;Thriller;;;;;;;
0.0082;-0.0082;Legend of Lobo, The (1962);0.1943;0.2025;Adventure;Children;;;;;;
0.0082;0.0082;Ganes (2007);0.0171;0.0089;Drama;Musical;;;;;;
0.0082;0.0082;Eden (1997);0.0463;0.0381;Drama;;;;;;;
0.0082;0.0082;Donnie Brasco (1997);0.5748;0.5666;Crime;Drama;;;;;;
0.0082;0.0082;Anastasia (1956);0.5478;0.5396;Drama;;;;;;;
0.0082;0.0082;Constantine (2005);0.9264;0.9182;Action;Horror;Thriller;;;;;
0.0082;0.0082;Changing Lanes (2002);0.7752;0.767;Drama;Thriller;;;;;;
0.0082;-0.0082;Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981);0.7006;0.7088;Action;Adventure;;;;;;
0.0082;-0.0082;Easy Rider (1969);0.7781;0.7863;Adventure;Drama;;;;;;
0.0082;-0.0082;Face To Face (Ansikte mot ansikte) (1976);1.1946;1.2028;Drama;Fantasy;Horror;Mystery;;;;
0.0081;-0.0081;Sure Thing, The (1985);0.7394;0.7475;Comedy;Romance;;;;;;
0.0081;0.0081;Serenity (2005);0.833;0.8249;Action;Adventure;Sci-Fi;Western;;;;
0.0081;0.0081;Tomorrow Never Dies (1997);0.8008;0.7927;Action;Romance;Thriller;;;;;
0.0081;0.0081;Paris When It Sizzles (1964);1.7539;1.7458;Comedy;Romance;;;;;;
0.0081;0.0081;Shrek 2 (2004);0.88;0.8719;Adventure;Animation;Children;Comedy;Musical;Romance;;
0.0081;-0.0081;Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964);1.2484;1.2565;Drama;Musical;;;;;;
0.0081;-0.0081;Young Guns II (1990);1.0281;1.0362;Action;Western;;;;;;
0.0081;-0.0081;Halloween (1978);1.1292;1.1373;Horror;;;;;;;
0.0081;-0.0081;Time Bandits (1981);1.0118;1.0199;Adventure;Children;Comedy;Fantasy;;;;
0.0081;-0.0081;U-571 (2000);1.0113;1.0194;Action;Thriller;;;;;;
0.0081;-0.0081;Evolution (2001);1.1116;1.1197;Comedy;Sci-Fi;;;;;;
0.0081;-0.0081;My American Uncle (Mon Oncle d'Amrique) (1980);0.5704;0.5785;Drama;;;;;;;
0.0081;-0.0081;Star Trek: Nemesis (2002);1.0565;1.0646;Action;Drama;Sci-Fi;Thriller;;;;
0.0081;-0.0081;Woman of the Year (1942);0.676;0.6841;Comedy;Romance;;;;;;
0.0081;-0.0081;Ride the High Country (1962);0.8838;0.8919;Adventure;Drama;Western;;;;;
0.0081;-0.0081;V for Vendetta (2006);0.8147;0.8228;Thriller;;;;;;;
0.0081;-0.0081;Broken English (2007);0.8137;0.8218;Comedy;Drama;Romance;;;;;
0.008;0.008;Chasing Papi (a.k.a. Papi Chulo) (2003);3.1066;3.0986;Comedy;;;;;;;
0.008;0.008;Cabinet of Dr. Caligari, The (Das Cabinet des Dr. Caligari.) (1920);0.9323;0.9243;Crime;Drama;Fantasy;Film-Noir;Horror;;;
0.008;-0.008;Divorce - Italian Style (Divorzio all'italiana) (1961);1.1267;1.1347;Comedy;;;;;;;
0.008;-0.008;Graduate, The (1967);0.7064;0.7144;Comedy;Drama;Romance;;;;;
0.008;-0.008;Conspiracy Theory (1997);0.8333;0.8413;Drama;Mystery;Romance;Thriller;;;;
0.008;-0.008;Lodger, The (1927);0.4158;0.4238;Crime;Drama;Thriller;;;;;
0.008;-0.008;Spiral Staircase, The (1946);0.8022;0.8102;Thriller;;;;;;;
0.008;-0.008;Flight of the Intruder (1991);0.7309;0.7389;Action;War;;;;;;
0.0079;0.0079;Home Fries (1998);1.3213;1.3134;Comedy;Romance;;;;;;
0.0079;0.0079;Heist (2001);0.7053;0.6974;Crime;Drama;;;;;;
0.0079;0.0079;Underworld (2003);0.9673;0.9594;Action;Fantasy;Horror;;;;;
0.0079;-0.0079;Before and After (1996);0.387;0.3949;Drama;Mystery;;;;;;
0.0079;-0.0079;Big Easy, The (1987);0.7183;0.7262;Action;Crime;Mystery;Romance;Thriller;;;
0.0078;0.0078;Hud (1963);0.6872;0.6794;Drama;Western;;;;;;
0.0078;0.0078;Sum of All Fears, The (2002);0.9305;0.9227;Drama;Thriller;;;;;;
0.0078;0.0078;Gunfight at the O.K. Corral (1957);0.9058;0.898;Western;;;;;;;
0.0078;0.0078;Barton Fink (1991);0.7818;0.774;Comedy;Drama;Thriller;;;;;
0.0078;-0.0078;Sudden Death (1995);1.2076;1.2154;Action;;;;;;;
0.0078;-0.0078;To Live (Huozhe) (1994);1.0852;1.093;Drama;;;;;;;
0.0078;-0.0078;Citizen Kane (1941);1.0377;1.0455;Drama;Mystery;;;;;;
0.0078;0.0078;30 Years to Life (2001);0.0091;0.0013;Comedy;Drama;Romance;;;;;
0.0078;-0.0078;Pulp Fiction (1994);0.8777;0.8855;Comedy;Crime;Drama;;;;;
0.0077;0.0077;Suture (1993);0.6791;0.6714;Film-Noir;Thriller;;;;;;
0.0077;0.0077;Tin Cup (1996);1.018;1.0103;Comedy;Drama;Romance;;;;;
0.0077;0.0077;Carrie (1976);0.9323;0.9246;Drama;Fantasy;Horror;Thriller;;;;
0.0077;-0.0077;Shallow Grave (1994);0.7311;0.7388;Comedy;Drama;Thriller;;;;;
0.0077;-0.0077;While You Were Sleeping (1995);1.0402;1.0479;Comedy;Romance;;;;;;
0.0077;-0.0077;Of Human Bondage (1934);0.4311;0.4388;Drama;;;;;;;
0.0077;-0.0077;As Good As It Gets (1997);0.7605;0.7682;Comedy;Drama;Romance;;;;;
0.0077;-0.0077;Minus Man, The (1999);0.8622;0.8699;Drama;Mystery;;;;;;
0.0077;-0.0077;Planet of the Apes (2001);1.1076;1.1153;Action;Adventure;Drama;Sci-Fi;;;;
0.0077;-0.0077;Last Boy Scout, The (1991);0.7957;0.8034;Action;Comedy;Crime;Drama;Thriller;;;
0.0077;0.0077;Rain Man (1988);0.6022;0.5945;Drama;;;;;;;
0.0076;0.0076;Jarhead (2005);0.643;0.6354;Action;Drama;War;;;;;
0.0076;-0.0076;In China They Eat Dogs (I Kina spiser de hunde) (1999);1.2145;1.2221;Action;Comedy;;;;;;
0.0076;-0.0076;Driver, The (1978);0.4132;0.4208;Action;Crime;Film-Noir;;;;;
0.0076;0.0076;Scent of a Woman (1992);0.7231;0.7155;Drama;;;;;;;
0.0076;-0.0076;Billy Elliot (2000);0.7102;0.7178;Drama;;;;;;;
0.0075;0.0075;Scream 2 (1997);1.5403;1.5328;Comedy;Horror;Thriller;;;;;
0.0075;0.0075;Carmen (1984);1.8001;1.7926;Drama;;;;;;;
0.0075;0.0075;Lord of the Rings: The Return of the King, The (2003);1.0466;1.0391;Action;Adventure;Fantasy;;;;;
0.0075;0.0075;Ice Princess (2005);1.4593;1.4518;Children;Comedy;Drama;;;;;
0.0075;-0.0075;Lawrence of Arabia (1962);0.8019;0.8094;Adventure;Drama;War;;;;;
0.0075;-0.0075;Secret Window (2004);0.8765;0.884;Mystery;Thriller;;;;;;
0.0075;0.0075;Dead Again (1991);0.7101;0.7026;Mystery;Romance;Thriller;;;;;
0.0075;0.0075;Shoot the Piano Player (Tirez sur le pianiste) (1960);0.7353;0.7278;Crime;Drama;Romance;Thriller;;;;
0.0075;-0.0075;Tombstone (1993);0.8746;0.8821;Action;Drama;Western;;;;;
0.0075;-0.0075;Getaway, The (1972);0.622;0.6295;Action;Crime;Drama;Thriller;;;;
0.0075;-0.0075;Walk the Line (2005);0.623;0.6305;Drama;Musical;Romance;;;;;
0.0075;-0.0075;Never Back Down (2008);1.5597;1.5672;Action;;;;;;;
0.0074;0.0074;Up Close and Personal (1996);1.3745;1.3671;Drama;Romance;;;;;;
0.0074;0.0074;Lonesome Dove (1989);0.7082;0.7008;Adventure;Drama;Western;;;;;
0.0074;-0.0074;Central Station (Central do Brasil) (1998);0.6172;0.6246;Drama;;;;;;;
0.0074;0.0074;Hunchback of Notre Dame, The (1939);0.8743;0.8669;Drama;;;;;;;
0.0074;0.0074;After Hours (1985);0.6484;0.641;Comedy;Thriller;;;;;;
0.0074;-0.0074;Little Vampire, The (2000);0.6709;0.6783;Adventure;Children;;;;;;
0.0074;-0.0074;How to Marry a Millionaire (1953);0.7521;0.7595;Comedy;Drama;;;;;;
0.0074;-0.0074;40 Year Old Virgin, The (2005);0.9846;0.992;Comedy;Romance;;;;;;
0.0073;-0.0073;Jeepers Creepers 2 (2003);1.5975;1.6048;Horror;Thriller;;;;;;
0.0073;-0.0073;All the President's Men (1976);0.574;0.5813;Drama;Thriller;;;;;;
0.0073;0.0073;Marrying Man, The (1991);0.6177;0.6104;Comedy;Romance;;;;;;
0.0073;0.0073;Hellboy II: The Golden Army (2008);0.8861;0.8788;Action;Adventure;Comedy;Fantasy;Sci-Fi;;;
0.0073;-0.0073;39 Steps, The (1935);0.5717;0.579;Drama;Mystery;Thriller;;;;;
0.0073;-0.0073;Unforgiven (1992);0.7532;0.7605;Drama;Western;;;;;;
0.0073;-0.0073;Amores Perros (Love's a Bitch) (2000);0.7014;0.7087;Drama;Thriller;;;;;;
0.0073;-0.0073;Pirates of the Caribbean: The Curse of the Black Pearl (2003);0.8373;0.8446;Action;Adventure;Comedy;Fantasy;;;;
0.0073;-0.0073;Regarding Henry (1991);0.6069;0.6142;Drama;;;;;;;
0.0073;-0.0073;Corpse Bride (2005);0.7139;0.7212;Animation;Comedy;Fantasy;Musical;Romance;;;
0.0072;0.0072;Little Women (1994);1.1789;1.1717;Drama;;;;;;;
0.0072;0.0072;Natural Born Killers (1994);1.203;1.1958;Action;Crime;Thriller;;;;;
0.0072;0.0072;Rushmore (1998);1.0213;1.0141;Comedy;Drama;;;;;;
0.0072;0.0072;Deep Rising (1998);1.0283;1.0211;Action;Horror;Sci-Fi;;;;;
0.0072;0.0072;Colonel Chabert, Le (1994);0.3965;0.3893;Drama;Romance;War;;;;;
0.0072;0.0072;Twin Peaks: Fire Walk with Me (1992);0.9536;0.9464;Drama;Mystery;;;;;;
0.0072;0.0072;28 Days Later (2002);0.8311;0.8239;Horror;Sci-Fi;;;;;;
0.0072;0.0072;Zatoichi (Zatichi) (2003);0.6265;0.6193;Action;Comedy;Crime;Drama;;;;
0.0072;-0.0072;Quiet Man, The (1952);0.9563;0.9635;Comedy;Romance;;;;;;
0.0072;-0.0072;Fifth Element, The (1997);0.8609;0.8681;Action;Adventure;Sci-Fi;;;;;
0.0072;-0.0072;My Mother's Castle (Le Chteau de ma mre) (1990);0.8768;0.884;Comedy;Drama;;;;;;
0.0072;-0.0072;Aristocrats, The (2005);1.3143;1.3215;Comedy;Documentary;;;;;;
0.0071;0.0071;Antonia's Line (Antonia) (1995);1.1833;1.1762;Comedy;Drama;;;;;;
0.0071;0.0071;Showgirls (1995);1.8722;1.8651;Drama;;;;;;;
0.0071;0.0071;Phantom, The (1996);1.5922;1.5851;Action;Adventure;;;;;;
0.0071;-0.0071;Skulls, The (2000);1.1634;1.1705;Thriller;;;;;;;
0.0071;0.0071;Ferris Bueller's Day Off (1986);0.7126;0.7055;Comedy;;;;;;;
0.0071;0.0071;Bruce Almighty (2003);0.8683;0.8612;Comedy;;;;;;;
0.0071;-0.0071;Who Framed Roger Rabbit? (1988);0.8793;0.8864;Adventure;Animation;Children;Comedy;Crime;Fantasy;Mystery;
0.0071;-0.0071;Touching the Void (2003);0.6047;0.6118;Adventure;Documentary;;;;;;
0.007;0.007;Yellow Submarine (1968);1.1504;1.1434;Adventure;Animation;Comedy;Fantasy;Musical;;;
0.007;0.007;Texas Rangers (2001);1.4386;1.4316;Adventure;Western;;;;;;
0.007;-0.007;Net, The (1995);1.0468;1.0538;Action;Crime;Thriller;;;;;
0.007;-0.007;Major Payne (1995);1.478;1.485;Comedy;;;;;;;
0.007;0.007;Pollock (2000);0.7191;0.7121;Drama;;;;;;;
0.007;-0.007;It's a Wonderful Life (1946);0.9073;0.9143;Drama;Fantasy;Romance;;;;;
0.007;-0.007;Snake Eyes (1998);0.9129;0.9199;Action;Crime;Mystery;Thriller;;;;
0.007;-0.007;28 Days (2000);0.9401;0.9471;Drama;;;;;;;
0.007;-0.007;Man Who Wasn't There, The (2001);0.6177;0.6247;Comedy;Crime;Drama;Film-Noir;;;;
0.007;-0.007;Crime and Punishment in Suburbia (2000);0.2487;0.2557;Comedy;Drama;;;;;;
0.0069;0.0069;Femme Fatale (2002);1.1644;1.1575;Crime;Thriller;;;;;;
0.0069;0.0069;Freddy Vs. Jason (2003);1.5583;1.5514;Action;Horror;Thriller;;;;;
0.0069;0.0069;Guess Who's Coming to Dinner (1967);0.7058;0.6989;Drama;;;;;;;
0.0069;-0.0069;Ghost Dog: The Way of the Samurai (1999);0.8199;0.8268;Crime;Drama;;;;;;
0.0069;-0.0069;Fire and Ice (1983);0.6722;0.6791;Animation;Fantasy;;;;;;
0.0069;0.0069;Specialist, The (1994);1.2545;1.2476;Action;Drama;Thriller;;;;;
0.0069;0.0069;Dogma (1999);1.001;0.9941;Adventure;Comedy;Fantasy;;;;;
